,MRPS,Evaluations,MRPS std,Evaluations std
10,342.4,3862.72,98.162314561139,1079.0762983218565
20,3404.8,76743.68,887.179440699569,18206.167820648036
40,-,-,-,-
80,-,-,-,-
160,-,-,-,-
