,MRPS,Evaluations,MRPS std,Evaluations std
10,220.8,2069.28,35.633691922112135,382.7346151055585
20,5831.111111111111,116019.2,1534.9461405277345,63612.634080415875
40,-,-,-,-
80,-,-,-,-
160,-,-,-,-
